indice;Time;Date ;FQI161;PIR161;FQI165;FQI169;FQI177;FQI173;FQI151
301;12/10/2022;7:29:59;10311,71;12,13;3224,75;4993,11;84,50;65,43;1943,92
302;12/10/2022;7:31:29;12665,76;11,62;6133,76;4987,78;1568,00;21,25;-45,03
303;12/10/2022;7:32:59;13091,77;11,54;6268,92;5035,00;3136,00;88,63;-1436,77
304;12/10/2022;7:34:29;13388,43;11,49;6275,87;5043,50;65,75;183,67;1819,64
305;12/10/2022;7:35:59;13311,41;11,48;6285,31;5047,22;62,36;91,00;1825,52
306;12/10/2022;7:37:29;13541,00;11,59;6342,76;5089,43;114,57;107,14;1887,09
307;12/10/2022;7:38:59;12941,47;11,82;5144,73;5125,67;169,56;125,22;2376,28
308;12/10/2022;7:40:29;12496,00;11,63;5842,29;4961,89;59,75;135,88;1496,19
309;12/10/2022;7:41:59;11926,69;11,70;4549,00;5046,67;82,27;148,25;2100,51
310;12/10/2022;7:43:29;10101,53;11,97;3398,22;4167,40;217,82;103,63;2214,46
311;12/10/2022;7:44:59;10526,92;11,92;4579,31;3520,67;67,00;89,56;2270,39
312;12/10/2022;7:46:29;10413,05;11,94;4675,67;3411,29;68,62;95,00;2162,48
313;12/10/2022;7:47:59;8258,65;12,30;4602,50;973,30;192,12;243,89;2246,84
314;12/10/2022;7:49:29;6287,44;12,67;2940,88;781,25;197,22;140,11;2227,98
315;12/10/2022;7:50:59;5934,00;12,87;2739,23;716,70;170,50;103,89;2203,68
316;12/10/2022;7:52:29;6132,78;12,95;3007,21;709,00;94,60;99,33;2222,63
317;12/10/2022;7:53:59;8086,21;12,68;5636,67;560,50;75,93;103,33;1709,78
318;12/10/2022;7:55:29;7917,65;12,54;5335,88;694,89;151,86;124,75;1610,28
319;12/10/2022;7:56:59;7481,22;12,63;934,64;4077,67;183,13;89,33;2196,45
320;12/10/2022;7:58:29;6312,69;12,86;765,60;3548,87;231,59;140,50;1626,13
321;12/10/2022;7:59:59;4140,75;13,41;412,71;849,20;251,24;167,00;2460,61
322;12/10/2022;8:01:29;3773,00;13,84;825,40;349,00;196,56;257,11;2144,93
323;12/10/2022;8:02:59;4143,06;14,13;994,81;637,40;146,88;130,89;2233,08
324;12/10/2022;8:04:29;5254,71;14,33;1851,46;751,88;112,94;104,13;2434,31
325;12/10/2022;8:05:59;6833,18;14,09;2540,53;2369,90;0,00;14,50;1908,25
326;12/10/2022;8:07:29;7215,93;14,02;2557,31;2523,38;91,50;160,11;1883,63
327;12/10/2022;8:08:59;7113,31;13,96;2513,17;2686,89;167,06;108,89;1637,31
328;12/10/2022;8:10:29;6824,44;13,70;2425,82;2996,89;204,86;169,17;1027,71
329;12/10/2022;8:11:59;6315,56;14,14;2342,64;949,44;180,64;176,38;2666,45
330;12/10/2022;8:13:29;6047,67;14,29;989,50;2601,44;102,33;111,67;2242,72
331;12/10/2022;8:14:59;6991,06;14,29;1687,47;2876,67;211,75;216,22;1998,95
332;12/10/2022;8:16:29;6880,31;14,28;2560,35;2276,11;112,58;106,60;1824,66
333;12/10/2022;8:17:59;7629,24;13,95;2943,94;2939,78;86,50;31,75;1627,26
334;12/10/2022;8:19:29;9776,00;12,62;5266,47;4904,10;0,00;11,00;-405,57
335;12/10/2022;8:20:59;12095,53;11,71;6235,47;4984,25;0,00;22,00;853,81
336;12/10/2022;8:22:29;13053,50;11,52;6253,86;5033,44;0,00;137,30;1628,90
337;12/10/2022;8:23:59;13227,00;11,48;6272,42;5035,44;25,00;94,80;1799,34
338;12/10/2022;8:25:29;13464,88;11,64;6037,39;5113,50;50,00;125,89;2138,10
339;12/10/2022;8:26:59;13303,40;11,66;6298,15;5066,11;176,20;84,57;1678,37
340;12/10/2022;8:28:29;11753,29;11,81;3929,47;5121,44;230,47;220,56;2251,36
341;12/10/2022;8:29:59;10972,82;11,86;4281,06;4968,13;30,50;93,88;1599,26
342;12/10/2022;8:31:29;9954,16;12,03;2688,18;5099,67;267,84;128,22;1770,25
343;12/10/2022;8:32:59;8353,13;12,30;943,85;5060,44;123,94;117,57;2107,34
344;12/10/2022;8:34:29;8162,08;12,38;941,94;5039,11;102,50;147,43;1931,11
345;12/10/2022;8:35:59;8213,08;12,41;946,85;5038,78;182,69;187,22;1857,55
346;12/10/2022;8:37:29;7760,88;12,49;972,82;4807,67;116,50;107,89;1756,00
347;12/10/2022;8:38:59;7427,06;12,58;1725,62;3483,11;125,75;98,00;1994,58
348;12/10/2022;8:40:29;9336,93;12,29;4358,33;3403,44;45,82;54,57;1474,77
349;12/10/2022;8:41:59;9873,81;12,10;4505,13;3552,11;135,39;149,44;1531,73
350;12/10/2022;8:43:29;9217,00;12,17;4677,05;2424,00;270,79;122,22;1722,94
351;12/10/2022;8:44:59;6342,29;12,72;2913,08;787,44;215,94;153,44;2272,38
352;12/10/2022;8:46:29;5763,27;12,99;2824,63;437,00;297,44;136,11;2068,09
353;12/10/2022;8:47:59;5233,42;13,27;2597,84;0,00;276,69;164,75;2194,14
354;12/10/2022;8:49:29;5956,75;13,28;3885,23;0,00;246,63;154,00;1670,89
355;12/10/2022;8:50:59;3842,81;13,79;994,31;0,00;220,94;144,29;2483,28
356;12/10/2022;8:52:29;3327,67;14,30;372,67;0,00;314,56;158,10;2482,34
357;12/10/2022;8:53:59;3050,33;14,79;28,04;84,67;203,06;143,00;2591,57
358;12/10/2022;8:55:29;3057,14;15,15;56,07;169,33;240,53;207,44;2383,76
359;12/10/2022;8:56:59;2473,75;15,39;84,11;254,00;173,94;99,78;1861,92
360;12/10/2022;8:58:29;1632,44;15,28;112,14;338,67;138,14;82,80;960,69
361;12/10/2022;8:59:59;2310,26;15,53;140,18;423,33;252,16;119,50;1375,09
362;12/10/2022;9:01:29;1611,20;15,58;168,21;508,00;100,00;130,22;704,76
363;12/10/2022;9:02:59;1590,50;15,47;196,25;592,67;98,67;117,33;585,58
364;12/10/2022;9:04:29;1969,00;15,56;224,29;677,33;220,00;104,75;742,63
365;12/10/2022;9:05:59;1271,79;15,47;252,32;762,00;89,44;71,83;96,19
366;12/10/2022;9:07:29;2659,62;15,36;280,36;846,67;245,56;164,00;1123,04
367;12/10/2022;9:08:59;2029,29;15,71;308,39;931,33;231,36;169,33;388,88
368;12/10/2022;9:10:29;818,09;15,37;336,43;1016,00;54,20;43,67;-632,20
369;12/10/2022;9:11:59;1876,71;15,08;364,46;1100,67;187,33;91,22;133,03
370;12/10/2022;9:13:29;2301,84;15,37;392,50;1185,33;210,21;101,56;412,24
371;12/10/2022;9:14:59;2416,38;15,22;985,79;1270,00;0,00;139,50;21,10
372;12/10/2022;9:16:29;2658,38;14,99;968,40;1354,67;250,89;61,25;23,17
373;12/10/2022;9:17:59;2994,44;15,13;1000,40;1439,33;150,39;93,40;310,92
374;12/10/2022;9:19:29;3793,00;14,93;936,08;1524,00;46,50;38,00;1248,42
375;12/10/2022;9:20:59;5459,00;14,67;1244,57;2545,89;169,82;48,40;1450,32
376;12/10/2022;9:22:29;6508,92;14,42;2508,71;2641,50;60,00;101,00;1197,71
377;12/10/2022;9:23:59;6250,12;14,26;2578,26;2028,89;97,73;68,14;1477,10
378;12/10/2022;9:25:29;6534,18;14,15;2543,87;2344,11;223,33;96,00;1326,86
379;12/10/2022;9:26:59;5515,81;14,27;2600,21;964,22;101,00;75,78;1774,60
380;12/10/2022;9:28:29;6766,80;13,96;2859,33;2581,89;81,80;77,78;1166,00
381;12/10/2022;9:29:59;6776,33;13,63;2465,67;2826,22;183,56;89,14;1211,75
382;12/10/2022;9:31:29;5279,05;13,80;948,00;2287,33;139,75;98,00;1805,97
383;12/10/2022;9:32:59;7537,94;13,37;1974,38;4448,00;38,23;8,00;1069,34
384;12/10/2022;9:34:29;8221,41;12,81;2458,92;4871,44;76,46;109,50;705,08
385;12/10/2022;9:35:59;9509,36;12,35;3452,00;4851,56;114,69;116,62;974,49
386;12/10/2022;9:37:29;11931,53;11,71;6225,69;4988,67;152,92;38,38;525,88
387;12/10/2022;9:38:59;12789,86;11,54;6256,11;5024,44;191,15;76,75;1241,40
388;12/10/2022;9:40:29;12915,21;11,47;6264,45;4460,67;229,38;80,00;1880,71
389;12/10/2022;9:41:59;13520,69;11,49;6295,00;5051,67;267,61;164,33;1742,08
390;12/10/2022;9:43:29;12517,75;11,67;5248,38;5113,00;139,63;123,33;1893,42
391;12/10/2022;9:44:59;11874,71;11,85;4702,87;5074,80;104,38;105,67;1887,00
392;12/10/2022;9:46:29;11426,82;11,96;4359,06;5054,11;194,00;111,13;1708,52
393;12/10/2022;9:47:59;10721,94;12,07;3465,20;5073,56;177,53;171,78;1833,88
394;12/10/2022;9:49:29;10930,75;12,07;4297,27;4949,88;92,00;97,25;1494,36
395;12/10/2022;9:50:59;11383,35;12,00;4574,50;4982,17;178,63;95,67;1552,39
396;12/10/2022;9:52:29;11120,93;12,01;4486,57;4684,08;111,40;107,60;1731,28
397;12/10/2022;9:53:59;10562,00;12,14;3563,24;4867,33;141,88;102,44;1887,11
398;12/10/2022;9:55:29;9116,17;12,39;4697,43;1831,44;276,35;190,11;2120,83
399;12/10/2022;9:56:59;7454,76;12,78;4395,58;767,56;180,36;136,38;1974,90
400;12/10/2022;9:58:29;5723,94;13,11;2777,07;740,22;151,61;125,56;1929,48
401;12/10/2022;9:59:59;5430,08;13,19;2795,08;704,57;208,00;109,13;1613,30
402;12/10/2022;10:01:29;6006,86;13,15;3684,93;555,75;76,69;134,11;1555,38
403;12/10/2022;10:02:59;7137,00;12,86;5230,00;614,67;186,00;67,71;1038,62
404;12/10/2022;10:04:29;4326,88;13,26;1046,77;780,50;291,65;142,88;2065,09
405;12/10/2022;10:05:59;3962,75;13,56;979,77;765,75;153,40;126,00;1937,83
406;12/10/2022;10:07:29;3996,35;13,76;964,00;739,57;134,17;159,33;1999,28
407;12/10/2022;10:08:59;4200,23;13,86;817,43;971,50;206,12;140,89;2064,30
408;12/10/2022;10:10:29;4564,00;13,99;464,53;2189,89;132,93;92,75;1683,90
409;12/10/2022;10:11:59;3379,50;14,34;929,07;775,63;197,67;140,22;1336,91
410;12/10/2022;10:13:29;2710,06;14,66;1019,29;183,43;255,79;156,60;1094,95
411;12/10/2022;10:14:59;3895,24;14,99;2077,83;663,50;125,14;215,11;813,65
412;12/10/2022;10:16:29;4239,53;14,88;2552,82;783,13;73,67;71,25;758,67
413;12/10/2022;10:17:59;5552,59;14,44;2513,47;2502,44;59,57;61,50;415,61
414;12/10/2022;10:19:29;6055,07;14,46;2546,90;2611,00;80,17;82,25;734,75
415;12/10/2022;10:20:59;7030,41;14,18;3010,76;3102,78;66,83;110,89;739,15
416;12/10/2022;10:22:29;9085,53;13,18;6245,87;3006,10;0,00;0,00;-166,44
417;12/10/2022;10:23:59;8216,94;12,80;6334,72;551,22;19,25;14,40;1297,35
418;12/10/2022;10:25:29;8492,71;12,53;6346,35;628,88;38,50;28,80;1450,19
419;12/10/2022;10:26:59;8777,33;12,40;6355,75;661,78;57,75;84,62;1617,43
420;12/10/2022;10:28:29;8993,00;12,32;6353,60;669,44;77,00;144,33;1748,62
421;12/10/2022;10:29:59;6697,31;12,56;2981,36;775,11;314,00;158,44;2468,40
422;12/10/2022;10:31:29;4625,25;13,13;971,47;774,50;228,38;143,63;2507,28
423;12/10/2022;10:32:59;5052,92;13,42;1751,64;733,00;337,88;124,56;2105,84
424;12/10/2022;10:34:29;5582,81;13,52;2523,33;743,11;157,29;146,63;2012,45
425;12/10/2022;10:35:59;6986,56;13,45;2462,59;2463,33;66,13;125,78;1868,74
426;12/10/2022;10:37:29;9018,05;12,58;6095,05;2604,78;84,84;0,00;233,38
427;12/10/2022;10:38:59;9528,44;12,21;6301,53;1843,33;169,68;58,00;1155,89
428;12/10/2022;10:40:29;11365,22;11,78;6246,59;3943,44;254,52;52,40;868,27
429;12/10/2022;10:41:59;11678,17;11,74;4350,88;4968,33;339,36;114,00;1905,60
430;12/10/2022;10:43:29;12579,53;11,55;6011,25;4965,67;95,00;84,00;1423,62
431;12/10/2022;10:44:59;11296,53;11,84;3485,22;5087,33;198,81;198,00;2327,16
432;12/10/2022;10:46:29;11326,00;11,78;4014,60;5021,00;110,56;54,44;2125,40
433;12/10/2022;10:47:59;11362,38;11,63;4560,31;4973,67;10,00;102,89;1715,51
434;12/10/2022;10:49:29;10410,47;11,76;2961,38;5060,56;172,65;114,33;2101,56
435;12/10/2022;10:50:59;10064,79;11,80;2806,20;5068,22;127,44;98,33;1964,59
436;12/10/2022;10:52:29;10990,53;11,64;4363,63;5020,80;147,40;107,29;1351,42
437;12/10/2022;10:53:59;8463,50;12,05;941,20;5069,33;233,12;125,22;2094,62
438;12/10/2022;10:55:29;8086,88;12,16;913,07;5047,44;104,00;104,75;1917,61
439;12/10/2022;10:56:59;8091,83;12,22;910,54;5031,78;97,42;98,78;1953,32
440;12/10/2022;10:58:29;8110,93;12,24;902,25;5024,88;174,00;99,43;1910,38
441;12/10/2022;10:59:59;7484,25;12,35;740,27;4712,89;169,89;123,44;1737,76
442;12/10/2022;11:01:29;6128,71;12,65;265,17;3529,00;217,12;120,88;1996,55
443;12/10/2022;11:02:59;5692,00;12,83;530,33;3465,00;150,20;115,60;1430,87
444;12/10/2022;11:04:29;5997,60;12,93;795,50;3562,50;72,20;91,43;1475,97
445;12/10/2022;11:05:59;6275,43;12,95;917,27;3559,75;185,24;104,57;1508,60
446;12/10/2022;11:07:29;5241,00;13,17;954,33;2171,00;149,81;125,10;1840,75
447;12/10/2022;11:08:59;4693,72;13,45;1394,63;1126,33;211,82;128,56;1832,38
448;12/10/2022;11:10:29;5142,00;13,56;2571,50;720,89;138,79;114,14;1596,68
449;12/10/2022;11:11:59;5187,88;13,65;2445,75;736,13;115,12;113,63;1777,26
450;12/10/2022;11:13:29;5299,29;13,80;2548,37;733,13;210,56;115,78;1691,45
451;12/10/2022;11:14:59;5275,79;13,89;2598,75;727,38;103,82;113,00;1732,84
452;12/10/2022;11:16:29;4824,76;14,09;1812,00;771,33;187,78;127,33;1926,32
453;12/10/2022;11:17:59;4316,13;14,48;1015,77;802,00;248,94;137,67;2111,75
454;12/10/2022;11:19:29;4741,25;14,58;2353,33;494,67;82,60;103,38;1707,28
455;12/10/2022;11:20:59;5200,61;14,70;2585,06;0,00;348,58;124,00;2142,97
456;12/10/2022;11:22:29;4918,13;14,91;2519,21;399,67;152,22;117,70;1729,32
457;12/10/2022;11:23:59;6196,67;14,37;4603,87;380,25;66,25;51,50;1094,80
458;12/10/2022;11:25:29;8427,12;13,94;5932,39;1389,44;36,11;59,75;1009,42
459;12/10/2022;11:26:59;9017,31;13,16;6287,17;2386,00;72,22;21,00;250,92
460;12/10/2022;11:28:29;9332,37;12,40;6268,63;2555,78;108,33;42,00;357,63
461;12/10/2022;11:29:59;10226,56;12,05;6287,50;2723,56;144,44;63,00;1008,06
462;12/10/2022;11:31:29;12253,82;11,60;6236,94;4957,22;180,56;54,67;824,44
463;12/10/2022;11:32:59;9847,05;12,10;5868,00;1481,33;216,67;165,00;2116,06
464;12/10/2022;11:34:29;8886,67;12,42;5826,64;1369,22;150,67;121,13;1419,02
465;12/10/2022;11:35:59;8599,29;12,37;4582,44;2587,63;97,18;45,38;1286,67
466;12/10/2022;11:37:29;8511,41;12,17;4595,00;2390,00;144,36;38,00;1344,05
467;12/10/2022;11:38:59;10265,39;11,81;6224,71;2945,75;64,50;28,75;1001,68
468;12/10/2022;11:40:29;10532,06;11,75;4096,00;4658,11;95,30;126,71;1555,93
469;12/10/2022;11:41:59;10955,41;11,69;4666,14;4928,50;125,08;93,33;1142,36
470;12/10/2022;11:43:29;9712,94;11,87;2434,86;5121,56;164,53;118,56;1873,44
471;12/10/2022;11:44:59;8366,00;12,11;934,57;5076,33;143,73;114,11;2097,25
472;12/10/2022;11:46:29;7672,33;12,28;538,33;5048,30;194,89;110,56;1780,25
473;12/10/2022;11:47:59;7387,54;12,40;424,68;5034,71;100,90;192,88;1634,37
474;12/10/2022;11:49:29;7670,72;12,39;849,36;4998,44;120,14;131,89;1570,88
475;12/10/2022;11:50:59;7876,92;12,35;891,31;4992,78;96,38;96,00;1800,46
476;12/10/2022;11:52:29;8723,19;12,24;1871,38;4950,75;60,00;67,17;1773,89
477;12/10/2022;11:53:59;9324,15;12,06;2559,00;4985,56;134,33;83,56;1561,71
478;12/10/2022;11:55:29;9463,93;11,97;2505,88;5018,56;65,31;165,25;1708,93
479;12/10/2022;11:56:59;9490,94;11,96;2528,53;5030,70;72,40;86,86;1772,45
480;12/10/2022;11:58:29;9305,20;12,00;2441,27;5031,00;174,71;84,87;1573,34
481;12/10/2022;11:59:59;7850,06;12,31;974,77;4247,70;263,00;129,67;2234,92
482;12/10/2022;12:01:29;7048,50;12,54;1493,27;3491,67;175,47;206,22;1681,87
483;12/10/2022;12:02:59;5822,50;12,86;2613,40;912,78;314,88;136,00;1845,44
484;12/10/2022;12:04:29;5321,21;13,17;2577,50;604,44;201,29;118,43;1819,55
485;12/10/2022;12:05:59;5639,29;13,31;3526,75;131,50;195,60;79,50;1705,94
486;12/10/2022;12:07:29;8180,53;12,84;6300,31;590,33;0,00;182,00;1107,88
487;12/10/2022;12:08:59;11082,29;11,90;6200,00;4594,67;75,53;8,00;204,10
488;12/10/2022;12:10:29;12411,13;11,54;6241,07;4995,56;151,06;57,60;965,85
489;12/10/2022;12:11:59;12795,93;11,48;6252,54;5009,33;226,59;81,44;1226,03
490;12/10/2022;12:13:29;12922,29;11,46;6268,71;5011,88;302,12;104,00;1235,58
491;12/10/2022;12:14:59;10915,53;12,09;6176,50;2311,78;377,65;253,75;1795,85
492;12/10/2022;12:16:29;8235,65;12,77;4771,22;778,00;264,65;146,13;2275,65
493;12/10/2022;12:17:59;9039,00;12,39;6284,88;1770,88;128,57;33,00;821,68
494;12/10/2022;12:19:29;8834,94;12,19;4937,80;2432,33;100,27;76,88;1287,67
495;12/10/2022;12:20:59;10215,50;11,92;4333,89;4482,22;0,00;205,22;1194,17
496;12/10/2022;12:22:29;10955,65;11,78;4402,42;4992,90;115,45;84,56;1360,32
497;12/10/2022;12:23:59;11022,00;11,78;4345,61;5037,89;107,76;84,67;1446,07
498;12/10/2022;12:25:29;9819,67;11,96;2715,92;5093,00;119,00;104,11;1787,63
499;12/10/2022;12:26:59;9641,43;12,02;2745,08;5047,63;138,38;153,33;1557,01
500;12/10/2022;12:28:29;10112,47;11,94;3644,33;4945,44;135,27;143,50;1243,92
501;12/10/2022;12:29:59;11831,78;11,66;5287,67;5050,11;165,50;146,00;1182,50
502;12/10/2022;12:31:29;8789,95;12,13;1211,23;5096,44;215,61;129,11;2137,55
503;12/10/2022;12:32:59;7878,80;12,34;797,38;5051,00;123,92;117,86;1788,64
504;12/10/2022;12:34:29;7222,07;12,54;414,00;5034,13;151,92;215,38;1406,65
505;12/10/2022;12:35:59;7296,53;12,62;828,00;4997,00;124,50;86,11;1260,92
506;12/10/2022;12:37:29;7601,07;12,61;888,30;4991,00;78,44;95,25;1548,08
507;12/10/2022;12:38:59;8334,62;12,51;1813,44;4950,89;355,83;62,33;1152,13
508;12/10/2022;12:40:29;9044,08;12,32;2568,67;4972,33;1,50;138,50;1363,08
509;12/10/2022;12:41:59;8289,87;12,39;2542,93;3920,44;132,47;167,60;1526,42
510;12/10/2022;12:43:29;7966,13;12,51;2525,18;3529,11;161,06;93,86;1656,92
511;12/10/2022;12:44:59;9297,83;12,34;4534,29;3387,44;51,43;59,67;1265,00
512;12/10/2022;12:46:29;11030,59;11,94;6269,47;3526,75;17,50;124,00;1092,87
513;12/10/2022;12:47:59;8429,76;12,26;2758,94;3701,33;231,88;234,25;1503,36
514;12/10/2022;12:49:29;6511,53;12,74;1112,15;2936,33;189,26;137,67;2136,11
515;12/10/2022;12:50:59;7381,50;12,79;2571,56;3248,44;202,00;94,33;1265,16
516;12/10/2022;12:52:29;5855,93;13,24;2452,69;785,50;191,00;204,60;2222,15
517;12/10/2022;12:53:59;5661,17;13,62;2680,88;738,63;175,94;154,25;1911,47
518;12/10/2022;12:55:29;7123,74;13,50;5756,88;64,00;132,00;28,80;1142,05
519;12/10/2022;12:56:59;7712,38;13,26;6353,00;42,79;46,14;56,00;1214,46
520;12/10/2022;12:58:29;7848,07;13,08;6356,57;85,59;92,27;153,13;1160,52
521;12/10/2022;12:59:59;7953,27;12,98;6370,92;128,38;68,92;128,00;1257,06
522;12/10/2022;13:01:29;7941,87;12,93;6363,79;171,17;137,83;92,00;1177,08
523;12/10/2022;13:02:59;5372,41;13,22;3351,83;213,96;287,45;149,22;1369,94
524;12/10/2022;13:04:29;6030,67;13,08;4426,27;256,76;60,40;140,67;1146,58
525;12/10/2022;13:05:59;6165,00;13,03;4511,86;299,55;169,92;62,13;1121,55
526;12/10/2022;13:07:29;5524,78;13,06;3699,59;342,34;143,39;103,56;1235,90
527;12/10/2022;13:08:59;4988,78;13,25;3126,00;385,13;105,56;177,11;1194,97
528;12/10/2022;13:10:29;4654,29;13,43;2729,92;427,93;189,60;138,88;1167,97
529;12/10/2022;13:11:59;4554,59;13,62;2679,38;470,72;154,62;100,62;1149,25
530;12/10/2022;13:13:29;3638,13;13,85;1491,29;513,51;222,88;152,56;1257,90
531;12/10/2022;13:14:59;5480,00;13,82;4012,81;556,30;113,13;148,25;649,51
532;12/10/2022;13:16:29;6593,22;13,43;5662,59;599,10;67,75;50,75;213,04
533;12/10/2022;13:17:59;5226,13;13,43;2627,69;641,89;240,59;109,33;1606,63
534;12/10/2022;13:19:29;4820,59;13,63;931,72;1929,63;68,75;136,14;1754,35
535;12/10/2022;13:20:59;5237,38;13,60;938,87;2508,00;122,38;155,00;1513,13
536;12/10/2022;13:22:29;6050,75;13,52;1922,50;2597,20;71,36;70,38;1389,31
537;12/10/2022;13:23:59;5574,44;13,48;2784,47;1017,40;74,27;93,25;1605,05
538;12/10/2022;13:25:29;5429,14;13,53;2792,83;719,00;148,29;187,00;1582,02
539;12/10/2022;13:26:59;4421,19;13,80;1645,27;785,11;167,19;184,67;1638,95
540;12/10/2022;13:28:29;4023,36;14,16;998,64;789,13;196,79;126,00;1912,81
541;12/10/2022;13:29:59;6994,22;13,93;5097,47;462,67;170,33;75,75;1188,00
542;12/10/2022;13:31:29;7108,00;13,52;5564,23;509,33;93,44;158,00;783,00
543;12/10/2022;13:32:59;4889,45;13,88;1652,94;773,44;186,88;146,88;2129,31
544;12/10/2022;13:34:29;6675,78;13,78;4968,62;524,75;83,78;74,50;1024,13
545;12/10/2022;13:35:59;4987,40;13,98;2176,71;814,89;199,85;162,13;1633,83
546;12/10/2022;13:37:29;4462,29;14,52;1034,82;826,25;268,47;185,63;2147,12
547;12/10/2022;13:38:59;4248,60;14,96;1032,45;827,44;186,71;143,29;2058,71
548;12/10/2022;13:40:29;3792,44;15,19;1006,07;783,00;149,67;98,63;1755,07
549;12/10/2022;13:41:59;3468,47;15,19;979,17;755,67;103,00;90,86;1539,78
550;12/10/2022;13:43:29;3631,73;15,30;1001,57;774,29;105,63;141,22;1609,03
551;12/10/2022;13:44:59;3462,75;15,28;980,00;738,67;116,06;132,22;1495,80
552;12/10/2022;13:46:29;3602,00;15,31;990,31;774,25;104,86;88,90;1643,68
553;12/10/2022;13:47:59;2775,27;15,12;920,44;521,88;34,75;50,86;1247,35
554;12/10/2022;13:49:29;4434,28;15,25;1049,47;828,60;266,00;166,75;2123,46
555;12/10/2022;13:50:59;3165,72;15,36;949,71;603,33;197,80;121,22;1293,66
556;12/10/2022;13:52:29;3552,00;15,13;993,40;640,12;234,43;102,17;1581,88
557;12/10/2022;13:53:59;4108,67;15,52;1022,64;814,33;177,95;147,78;1945,97
558;12/10/2022;13:55:29;2791,94;15,32;933,06;587,11;0,00;76,00;1195,77
559;12/10/2022;13:56:59;2962,61;15,16;990,87;28,00;246,73;128,25;1568,77
560;12/10/2022;13:58:29;2995,81;15,59;943,55;0,00;165,67;133,00;1753,60
561;12/10/2022;13:59:59;1425,94;15,50;96,65;0,00;30,33;96,83;1202,13
562;12/10/2022;14:01:29;1901,37;15,42;193,30;0,00;147,19;110,78;1450,11
563;12/10/2022;14:02:59;2078,54;15,52;289,95;0,00;94,44;87,00;1607,15
564;12/10/2022;14:04:29;1594,73;15,35;386,60;0,00;156,75;39,20;1012,18
565;12/10/2022;14:05:59;2651,42;15,58;483,26;0,00;210,17;157,88;1800,12
566;12/10/2022;14:07:29;543,46;15,70;579,91;0,00;75,67;105,75;-217,86
567;12/10/2022;14:08:59;925,45;15,51;676,56;0,00;209,40;109,00;-69,50
568;12/10/2022;14:10:29;1672,31;15,82;773,21;0,00;129,33;164,63;605,14
569;12/10/2022;14:11:59;1503,41;15,42;869,86;0,00;73,54;65,00;495,01
570;12/10/2022;14:13:29;2895,69;15,25;984,53;0,00;147,08;150,14;1613,93
571;12/10/2022;14:14:59;3094,06;15,58;1010,79;0,00;155,00;149,78;1778,49
572;12/10/2022;14:16:29;2387,59;15,15;1441,27;0,00;29,13;43,70;873,50
573;12/10/2022;14:17:59;4324,40;14,91;2708,56;0,00;58,25;87,40;1470,19
574;12/10/2022;14:19:29;3311,39;14,81;2006,12;0,00;70,71;85,13;1149,43
575;12/10/2022;14:20:59;3673,24;14,77;1651,40;0,00;286,64;116,43;1618,76
576;12/10/2022;14:22:29;3250,78;15,06;996,40;0,00;181,63;170,60;1902,15
577;12/10/2022;14:23:59;2280,88;14,89;923,21;12,16;76,14;56,25;1213,11
578;12/10/2022;14:25:29;3306,31;14,95;1011,29;24,31;183,50;163,56;1923,66
579;12/10/2022;14:26:59;3163,47;15,09;974,67;36,47;189,11;97,78;1865,45
580;12/10/2022;14:28:29;2662,93;14,92;893,43;48,62;73,55;18,50;1628,84
581;12/10/2022;14:29:59;2582,75;15,10;52,00;60,78;158,47;150,89;2160,61
582;12/10/2022;14:31:29;2241,50;15,24;400,23;72,93;111,31;105,75;1551,27
583;12/10/2022;14:32:59;2028,08;15,21;800,48;85,09;131,00;101,78;909,73
584;12/10/2022;14:34:29;2006,73;15,18;1200,72;97,24;121,50;77,25;510,02
585;12/10/2022;14:35:59;2339,21;15,31;1600,96;109,40;223,89;126,00;278,97
586;12/10/2022;14:37:29;2001,14;15,24;2001,20;121,56;99,06;94,00;-314,67
587;12/10/2022;14:38:59;3542,33;15,22;2401,44;133,71;128,20;90,13;788,85
588;12/10/2022;14:40:29;4360,38;14,98;2902,86;145,87;78,18;25,86;1207,61
589;12/10/2022;14:41:59;4003,71;14,94;1962,73;158,02;84,00;74,44;1724,51
590;12/10/2022;14:43:29;3183,88;15,10;1319,00;170,18;206,93;116,00;1371,77
591;12/10/2022;14:44:59;2073,56;15,25;0,00;182,33;106,44;84,44;1700,35
592;12/10/2022;14:46:29;3786,21;15,21;0,00;1775,89;96,14;48,63;1865,56
593;12/10/2022;14:47:59;4323,53;15,02;0,00;2816,50;105,69;12,33;1389,01
594;12/10/2022;14:49:29;4376,06;14,98;0,00;2610,63;108,69;94,00;1562,74
595;12/10/2022;14:50:59;3420,84;14,85;0,00;2017,11;93,33;71,60;1238,80
596;12/10/2022;14:52:29;6914,88;14,70;0,00;4619,22;100,53;91,00;2104,12
597;12/10/2022;14:53:59;4824,00;15,02;40,50;2684,38;199,68;143,30;1756,14
598;12/10/2022;14:55:29;2103,78;15,11;81,00;540,67;128,40;70,80;1282,91
599;12/10/2022;14:56:59;3389,75;15,29;121,50;849,22;197,88;134,50;2086,65
600;12/10/2022;14:58:29;2809,00;15,57;162,00;790,75;142,25;101,00;1613,00
601;12/10/2022;14:59:59;1808,75;15,29;202,50;633,78;95,33;0,00;877,14
602;12/10/2022;15:01:29;2531,59;15,16;243,00;746,67;75,27;84,38;1382,28
