indice,Date,Time,QLF5,PLF5
1380,9/14/2023,14 09 2023 22:59:00,0.00,15.20
1381,9/14/2023,14 09 2023 23:00:00,0.00,14.90
1382,9/14/2023,14 09 2023 23:01:00,0.00,14.90
1383,9/14/2023,14 09 2023 23:02:00,0.00,14.80
1384,9/14/2023,14 09 2023 23:03:00,0.00,14.80
1385,9/14/2023,14 09 2023 23:04:00,0.00,14.80
1386,9/14/2023,14 09 2023 23:05:00,0.00,14.80
1387,9/14/2023,14 09 2023 23:06:00,0.00,14.80
1388,9/14/2023,14 09 2023 23:07:00,0.00,14.60
1389,9/14/2023,14 09 2023 23:08:00,0.00,14.50
1390,9/14/2023,14 09 2023 23:09:00,0.00,14.50
1391,9/14/2023,14 09 2023 23:10:00,0.00,14.80
1392,9/14/2023,14 09 2023 23:11:00,0.00,14.90
1393,9/14/2023,14 09 2023 23:12:00,0.00,14.90
1394,9/14/2023,14 09 2023 23:13:00,0.00,14.90
1395,9/14/2023,14 09 2023 23:14:00,0.00,14.90
1396,9/14/2023,14 09 2023 23:15:00,0.00,15.00
1397,9/14/2023,14 09 2023 23:16:00,0.00,15.10
1398,9/14/2023,14 09 2023 23:17:00,0.00,15.10
1399,9/14/2023,14 09 2023 23:18:00,0.00,15.10
1400,9/14/2023,14 09 2023 23:19:00,0.00,14.90
1401,9/14/2023,14 09 2023 23:20:00,0.00,14.80
1402,9/14/2023,14 09 2023 23:21:00,0.00,14.80
1403,9/14/2023,14 09 2023 23:22:00,0.00,14.80
1404,9/14/2023,14 09 2023 23:23:00,0.00,14.80
1405,9/14/2023,14 09 2023 23:24:00,1.00,14.70
1406,9/14/2023,14 09 2023 23:25:00,1.00,15.00
1407,9/14/2023,14 09 2023 23:26:00,1.00,14.90
1408,9/14/2023,14 09 2023 23:27:00,1.00,14.90
1409,9/14/2023,14 09 2023 23:28:00,0.00,14.90
1410,9/14/2023,14 09 2023 23:29:00,0.00,15.00
1411,9/14/2023,14 09 2023 23:30:00,0.00,15.10
1412,9/14/2023,14 09 2023 23:31:00,0.00,15.10
1413,9/14/2023,14 09 2023 23:32:00,0.00,15.10
1414,9/14/2023,14 09 2023 23:33:00,0.00,15.10
1415,9/14/2023,14 09 2023 23:34:00,0.00,15.10
1416,9/14/2023,14 09 2023 23:35:00,0.00,15.10
1417,9/14/2023,14 09 2023 23:36:00,0.00,15.10
1418,9/14/2023,14 09 2023 23:37:00,0.00,15.10
1419,9/14/2023,14 09 2023 23:38:00,0.00,15.10
1420,9/14/2023,14 09 2023 23:39:00,0.00,15.10
1421,9/14/2023,14 09 2023 23:40:00,0.00,15.10
1422,9/14/2023,14 09 2023 23:41:00,0.00,15.10
1423,9/14/2023,14 09 2023 23:42:00,0.00,15.10
1424,9/14/2023,14 09 2023 23:43:00,0.00,15.20
1425,9/14/2023,14 09 2023 23:44:00,0.00,15.20
1426,9/14/2023,14 09 2023 23:45:00,0.00,15.00
1427,9/14/2023,14 09 2023 23:46:00,0.00,15.00
1428,9/14/2023,14 09 2023 23:47:00,0.00,15.00
1429,9/14/2023,14 09 2023 23:48:00,0.00,15.00
1430,9/14/2023,14 09 2023 23:49:00,0.00,15.00
1431,9/14/2023,14 09 2023 23:50:00,0.00,14.90
1432,9/14/2023,14 09 2023 23:51:00,0.00,14.90
1433,9/14/2023,14 09 2023 23:52:00,0.00,14.90
1434,9/14/2023,14 09 2023 23:53:00,0.00,15.10
1435,9/14/2023,14 09 2023 23:54:00,0.00,15.20
1436,9/14/2023,14 09 2023 23:55:00,0.00,15.20
1437,9/14/2023,14 09 2023 23:56:00,0.00,15.10
1438,9/14/2023,14 09 2023 23:57:00,0.00,15.10
1439,9/14/2023,14 09 2023 23:58:00,0.00,15.10
1440,9/14/2023,14 09 2023 23:59:00,0.00,15.20
