TIEMPO;FT748;FT903;FT901;TOTAL ENTRADA;REPOSICION;FT764;FT904;TOTAL RETORNO;TORRE_PILETA;TEMP_RETORNO
12 02 2023 16:18:00;4.620.000;2.950.000;3.900.000;11.470;326;7.230.000;4.740.000;11.970;32,7;36,9
12 02 2023 16:19:00;4.570.000;2.970.000;3.870.000;11.410;269;7.160.000;4.810.000;11.970;32,3;36,9
12 02 2023 16:20:00;4.670.000;2.940.000;3.830.000;11.440;132;7.170.000;4.790.000;11.960;32,6;36,9
12 02 2023 16:21:00;4.580.000;2.930.000;3.820.000;11.330;104;7.070.000;4.710.000;11.780;32,6;37,0
12 02 2023 16:22:00;4.610.000;3.000.000;3.810.000;11.420;84;6.890.000;4.690.000;11.580;32,7;37,0
12 02 2023 16:23:00;4.600.000;2.870.000;3.840.000;11.310;84;7.040.000;4.650.000;11.690;32,6;37,1
12 02 2023 16:24:00;4.500.000;2.990.000;3.800.000;11.290;166;7.000.000;4.600.000;11.600;33,1;37,1
12 02 2023 16:25:00;4.600.000;2.970.000;3.910.000;11.480;350;6.850.000;4.510.000;11.360;32,7;37,1
12 02 2023 16:26:00;4.500.000;2.940.000;3.740.000;11.180;404;6.900.000;4.440.000;11.340;32,6;37,1
12 02 2023 16:27:00;4.590.000;2.860.000;3.920.000;11.370;431;7.120.000;4.470.000;11.590;32,5;37,1
12 02 2023 16:28:00;4.530.000;2.970.000;3.940.000;11.440;430;7.100.000;4.450.000;11.550;32,7;37,2
12 02 2023 16:29:00;4.570.000;3.010.000;3.890.000;11.470;381;7.150.000;4.550.000;11.700;32,7;37,2
12 02 2023 16:30:00;4.560.000;2.940.000;3.860.000;11.360;260;7.220.000;4.740.000;11.960;32,6;37,3
12 02 2023 16:31:00;4.600.000;2.930.000;3.720.000;11.250;176;7.050.000;4.690.000;11.740;32,6;37,5
12 02 2023 16:32:00;4.580.000;2.930.000;3.880.000;11.390;108;7.080.000;4.780.000;11.860;33,4;37,7
12 02 2023 16:33:00;4.540.000;2.920.000;3.760.000;11.220;88;7.080.000;4.720.000;11.800;33,6;38,0
12 02 2023 16:34:00;4.600.000;3.020.000;3.740.000;11.360;89;6.900.000;4.720.000;11.620;33,9;38,3
12 02 2023 16:35:00;4.530.000;2.990.000;3.850.000;11.370;273;6.960.000;4.520.000;11.480;33,6;38,4
12 02 2023 16:36:00;4.630.000;2.850.000;3.840.000;11.320;297;6.930.000;4.610.000;11.540;33,8;38,5
12 02 2023 16:37:00;4.470.000;2.970.000;3.760.000;11.200;328;6.940.000;4.550.000;11.490;34,2;38,7
12 02 2023 16:38:00;4.550.000;2.940.000;3.890.000;11.380;319;6.900.000;4.550.000;11.450;34,1;38,8
12 02 2023 16:39:00;4.670.000;2.940.000;3.850.000;11.460;355;7.120.000;4.640.000;11.760;34,7;38,9
12 02 2023 16:40:00;4.490.000;2.990.000;3.750.000;11.230;252;7.290.000;4.620.000;11.910;34,4;38,9
12 02 2023 16:41:00;4.540.000;2.970.000;3.880.000;11.390;262;7.050.000;4.690.000;11.740;34,6;38,9
12 02 2023 16:42:00;4.630.000;3.040.000;3.880.000;11.550;171;7.110.000;4.710.000;11.820;34,3;38,7
12 02 2023 16:43:00;4.600.000;2.890.000;3.820.000;11.310;150;6.940.000;4.610.000;11.550;34,3;38,5
12 02 2023 16:44:00;4.610.000;2.960.000;3.860.000;11.430;158;6.950.000;4.740.000;11.690;33,7;38,4
12 02 2023 16:45:00;4.600.000;2.730.000;3.890.000;11.220;249;7.010.000;4.600.000;11.610;33,5;38,4
12 02 2023 16:46:00;4.590.000;2.940.000;3.900.000;11.430;273;7.020.000;4.570.000;11.590;33,7;38,3
12 02 2023 16:47:00;4.560.000;2.910.000;3.830.000;11.300;320;7.020.000;4.560.000;11.580;33,9;38,2
12 02 2023 16:48:00;4.630.000;2.850.000;3.870.000;11.350;370;6.970.000;4.480.000;11.450;34,0;38,2
12 02 2023 16:49:00;4.640.000;2.870.000;3.830.000;11.340;351;6.930.000;4.590.000;11.520;33,8;38,3
12 02 2023 16:50:00;4.570.000;2.860.000;3.900.000;11.330;305;7.000.000;4.450.000;11.450;34,1;38,3
12 02 2023 16:51:00;4.500.000;2.950.000;3.820.000;11.270;231;7.210.000;4.590.000;11.800;33,4;38,5
12 02 2023 16:52:00;4.550.000;2.970.000;3.900.000;11.420;228;7.180.000;4.640.000;11.820;34,2;38,6
12 02 2023 16:53:00;4.580.000;2.920.000;3.800.000;11.300;226;7.020.000;4.680.000;11.700;34,8;38,8
12 02 2023 16:54:00;4.470.000;3.000.000;3.910.000;11.380;196;7.030.000;4.740.000;11.770;34,5;38,9
12 02 2023 16:55:00;4.530.000;2.970.000;3.920.000;11.420;207;7.060.000;4.590.000;11.650;35,0;39,0
12 02 2023 16:56:00;4.520.000;2.880.000;3.850.000;11.250;203;6.950.000;4.760.000;11.710;34,1;39,0
12 02 2023 16:57:00;4.600.000;2.970.000;3.840.000;11.410;249;6.970.000;4.680.000;11.650;34,6;39,1
12 02 2023 16:58:00;4.540.000;2.970.000;3.840.000;11.350;264;7.030.000;4.570.000;11.600;35,1;39,2
12 02 2023 16:59:00;4.680.000;3.010.000;3.930.000;11.620;297;6.920.000;4.640.000;11.560;34,8;39,3
12 02 2023 17:00:00;4.560.000;2.850.000;3.800.000;11.210;324;7.020.000;4.680.000;11.700;34,3;39,4
12 02 2023 17:01:00;4.590.000;2.960.000;3.810.000;11.360;308;6.970.000;4.660.000;11.630;35,2;39,5
12 02 2023 17:02:00;4.610.000;2.890.000;3.880.000;11.380;323;7.070.000;4.690.000;11.760;35,3;39,4
12 02 2023 17:03:00;4.640.000;2.940.000;3.850.000;11.430;237;7.090.000;4.660.000;11.750;35,0;39,4
12 02 2023 17:04:00;4.530.000;3.030.000;3.890.000;11.450;230;6.970.000;4.690.000;11.660;34,9;39,1
12 02 2023 17:05:00;4.600.000;2.820.000;3.790.000;11.210;296;7.000.000;4.620.000;11.620;34,7;39,0
12 02 2023 17:06:00;4.560.000;2.870.000;3.820.000;11.250;253;7.130.000;4.660.000;11.790;34,4;38,9
12 02 2023 17:07:00;4.610.000;2.970.000;3.860.000;11.440;250;7.150.000;4.690.000;11.840;34,4;38,8
12 02 2023 17:08:00;4.640.000;2.780.000;3.820.000;11.240;214;6.950.000;4.610.000;11.560;34,3;38,8
12 02 2023 17:09:00;4.600.000;2.800.000;3.800.000;11.200;246;7.070.000;4.510.000;11.580;34,4;38,8
12 02 2023 17:10:00;4.600.000;3.040.000;3.780.000;11.420;335;7.150.000;4.600.000;11.750;34,6;38,8
12 02 2023 17:11:00;4.540.000;2.820.000;3.890.000;11.250;278;7.130.000;4.680.000;11.810;34,4;38,7
12 02 2023 17:12:00;4.610.000;2.960.000;3.960.000;11.530;290;7.110.000;4.690.000;11.800;34,6;38,7
12 02 2023 17:13:00;4.610.000;2.900.000;3.910.000;11.420;310;7.190.000;4.790.000;11.980;34,6;38,5
12 02 2023 17:14:00;4.660.000;2.990.000;3.770.000;11.420;281;7.110.000;4.630.000;11.740;34,1;38,4
12 02 2023 17:15:00;4.580.000;2.910.000;3.810.000;11.300;185;7.150.000;4.650.000;11.800;34,0;38,2
12 02 2023 17:16:00;4.620.000;2.960.000;3.810.000;11.390;243;7.050.000;4.660.000;11.710;33,6;38,1
12 02 2023 17:17:00;4.600.000;2.910.000;3.880.000;11.390;207;7.000.000;4.640.000;11.640;34,2;38,0
12 02 2023 17:18:00;4.530.000;2.970.000;3.930.000;11.430;259;6.940.000;4.690.000;11.630;34,4;37,9
12 02 2023 17:19:00;4.570.000;2.790.000;3.880.000;11.240;252;7.020.000;4.660.000;11.680;33,6;38,0
12 02 2023 17:20:00;4.570.000;2.880.000;3.830.000;11.280;264;7.030.000;4.570.000;11.600;33,5;38,0
12 02 2023 17:21:00;4.570.000;2.950.000;3.830.000;11.350;305;7.050.000;4.560.000;11.610;33,7;38,1
12 02 2023 17:22:00;4.600.000;3.040.000;3.840.000;11.480;317;7.000.000;4.570.000;11.570;33,8;38,3
12 02 2023 17:23:00;4.550.000;3.010.000;3.910.000;11.470;261;7.060.000;4.590.000;11.650;33,8;38,4
12 02 2023 17:24:00;4.640.000;3.000.000;3.800.000;11.440;230;7.050.000;4.710.000;11.760;34,7;38,5
12 02 2023 17:25:00;4.570.000;2.890.000;3.850.000;11.310;264;7.050.000;4.720.000;11.770;34,4;38,6
12 02 2023 17:26:00;4.590.000;3.030.000;3.900.000;11.520;225;7.090.000;4.630.000;11.720;34,7;38,8
12 02 2023 17:27:00;4.590.000;2.980.000;3.780.000;11.350;183;7.100.000;4.590.000;11.690;34,0;38,9
12 02 2023 17:28:00;4.670.000;2.870.000;3.860.000;11.400;329;6.920.000;4.650.000;11.570;34,6;39,0
12 02 2023 17:29:00;4.620.000;2.910.000;3.920.000;11.450;265;7.030.000;4.590.000;11.620;34,6;39,0
12 02 2023 17:30:00;4.530.000;2.950.000;3.890.000;11.370;269;7.010.000;4.700.000;11.710;35,0;39,1
12 02 2023 17:31:00;4.520.000;2.860.000;3.910.000;11.290;237;7.100.000;4.620.000;11.720;34,8;39,1
12 02 2023 17:32:00;4.550.000;2.960.000;3.880.000;11.390;244;7.050.000;4.580.000;11.630;34,6;39,0
12 02 2023 17:33:00;4.620.000;2.880.000;3.940.000;11.440;249;7.140.000;4.560.000;11.700;34,6;39,0
12 02 2023 17:34:00;4.580.000;2.850.000;3.840.000;11.270;292;6.970.000;4.650.000;11.620;34,7;39,0
12 02 2023 17:35:00;4.570.000;2.920.000;3.890.000;11.380;303;7.090.000;4.650.000;11.740;34,9;39,4
12 02 2023 17:36:00;4.580.000;2.940.000;3.890.000;11.410;264;7.050.000;4.550.000;11.600;35,4;39,7
12 02 2023 17:37:00;4.610.000;2.990.000;3.850.000;11.450;255;6.980.000;4.680.000;11.660;35,8;40,1
12 02 2023 17:38:00;4.630.000;2.960.000;3.870.000;11.460;242;7.070.000;4.670.000;11.740;36,1;40,5
12 02 2023 17:39:00;4.630.000;2.990.000;3.850.000;11.470;203;7.040.000;4.700.000;11.740;36,5;40,5
12 02 2023 17:40:00;4.630.000;2.930.000;3.810.000;11.370;203;6.970.000;4.670.000;11.640;36,2;40,7
12 02 2023 17:41:00;4.510.000;2.970.000;3.850.000;11.330;261;7.070.000;4.640.000;11.710;36,4;40,7
12 02 2023 17:42:00;4.550.000;3.000.000;3.910.000;11.460;288;7.080.000;4.650.000;11.730;36,6;41,0
12 02 2023 17:43:00;4.600.000;2.930.000;3.840.000;11.370;320;7.020.000;4.640.000;11.660;36,7;41,3
12 02 2023 17:44:00;4.620.000;2.810.000;3.870.000;11.300;267;7.030.000;4.660.000;11.690;36,5;41,5
12 02 2023 17:45:00;4.610.000;2.900.000;3.870.000;11.380;230;7.090.000;4.670.000;11.760;36,7;41,6
12 02 2023 17:46:00;4.610.000;2.890.000;3.800.000;11.300;302;7.020.000;4.630.000;11.650;37,7;41,7
12 02 2023 17:47:00;4.560.000;2.930.000;3.850.000;11.340;230;7.080.000;4.590.000;11.670;37,1;41,9
12 02 2023 17:48:00;4.530.000;2.990.000;3.820.000;11.340;273;6.960.000;4.700.000;11.660;37,4;41,9
12 02 2023 17:49:00;4.650.000;2.980.000;3.850.000;11.480;230;7.090.000;4.720.000;11.810;37,4;41,9
12 02 2023 17:50:00;4.630.000;2.850.000;3.890.000;11.370;216;6.910.000;4.590.000;11.500;37,1;41,8
12 02 2023 17:51:00;4.640.000;2.900.000;3.810.000;11.350;225;6.960.000;4.570.000;11.530;36,7;41,7
12 02 2023 17:52:00;4.570.000;2.880.000;3.850.000;11.300;340;7.000.000;4.640.000;11.640;37,0;41,5
12 02 2023 17:53:00;4.560.000;2.940.000;3.830.000;11.330;320;7.080.000;4.540.000;11.620;37,2;41,4
12 02 2023 17:54:00;4.540.000;2.980.000;3.770.000;11.290;267;7.050.000;4.620.000;11.670;36,6;41,3
12 02 2023 17:55:00;4.590.000;2.760.000;3.780.000;11.130;265;6.970.000;4.670.000;11.640;36,7;41,2
12 02 2023 17:56:00;4.570.000;2.960.000;3.830.000;11.360;266;7.150.000;4.690.000;11.840;36,7;41,2
12 02 2023 17:57:00;4.630.000;2.960.000;3.810.000;11.400;293;7.070.000;4.650.000;11.720;36,9;41,1
12 02 2023 17:58:00;4.570.000;2.850.000;3.780.000;11.200;253;7.000.000;4.620.000;11.620;36,7;41,1
12 02 2023 17:59:00;4.540.000;2.940.000;3.760.000;11.240;291;7.030.000;4.660.000;11.690;35,9;41,2
12 02 2023 18:00:00;4.570.000;2.970.000;3.810.000;11.350;307;7.090.000;4.640.000;11.730;37,0;41,2
12 02 2023 18:01:00;4.600.000;3.000.000;3.840.000;11.440;330;7.160.000;4.670.000;11.830;36,4;41,2
12 02 2023 18:02:00;4.500.000;2.940.000;3.840.000;11.280;220;6.990.000;4.620.000;11.610;37,0;41,1
12 02 2023 18:03:00;4.500.000;2.870.000;3.840.000;11.210;300;7.060.000;4.730.000;11.790;36,1;40,9
12 02 2023 18:04:00;4.550.000;2.990.000;3.850.000;11.390;316;7.050.000;4.590.000;11.640;36,4;40,6
12 02 2023 18:05:00;4.520.000;2.840.000;3.810.000;11.170;227;7.070.000;4.600.000;11.670;36,5;40,3
12 02 2023 18:06:00;4.630.000;2.860.000;3.800.000;11.290;239;6.970.000;4.640.000;11.610;35,5;40,1
12 02 2023 18:07:00;4.650.000;2.950.000;3.890.000;11.490;224;7.110.000;4.510.000;11.620;35,2;39,8
12 02 2023 18:08:00;4.660.000;2.910.000;3.770.000;11.340;287;7.040.000;4.640.000;11.680;35,2;39,7
12 02 2023 18:09:00;4.630.000;2.930.000;3.770.000;11.330;335;7.050.000;4.690.000;11.740;35,0;39,6
12 02 2023 18:10:00;4.680.000;2.930.000;3.910.000;11.520;250;7.000.000;4.710.000;11.710;34,9;39,5
12 02 2023 18:11:00;4.520.000;2.970.000;3.860.000;11.350;222;7.080.000;4.670.000;11.750;34,4;39,8
12 02 2023 18:12:00;4.600.000;2.960.000;3.880.000;11.440;229;7.130.000;4.670.000;11.800;35,6;40,3
12 02 2023 18:13:00;4.530.000;2.910.000;3.790.000;11.230;267;7.000.000;4.680.000;11.680;36,4;40,9
12 02 2023 18:14:00;4.530.000;2.860.000;3.920.000;11.310;267;6.980.000;4.670.000;11.650;36,7;41,5
12 02 2023 18:15:00;4.570.000;2.890.000;3.880.000;11.340;279;7.170.000;4.580.000;11.750;37,0;41,8
12 02 2023 18:16:00;4.610.000;2.950.000;3.870.000;11.430;236;6.930.000;4.610.000;11.540;37,8;41,8
12 02 2023 18:17:00;4.560.000;2.960.000;3.810.000;11.330;310;7.080.000;4.670.000;11.750;37,1;41,7
12 02 2023 18:18:00;4.580.000;2.920.000;3.890.000;11.390;266;7.070.000;4.720.000;11.790;37,4;41,6
12 02 2023 18:19:00;4.510.000;2.940.000;3.830.000;11.280;287;7.160.000;4.680.000;11.840;37,0;41,8
12 02 2023 18:20:00;4.640.000;2.910.000;3.780.000;11.330;245;7.050.000;4.610.000;11.660;37,4;41,9
12 02 2023 18:21:00;4.580.000;2.920.000;3.840.000;11.340;242;6.950.000;4.670.000;11.620;37,5;42,1
12 02 2023 18:22:00;4.530.000;2.940.000;3.820.000;11.290;248;7.130.000;4.650.000;11.780;37,8;42,0
12 02 2023 18:23:00;4.630.000;2.950.000;3.780.000;11.360;242;7.060.000;4.670.000;11.730;37,7;41,7
12 02 2023 18:24:00;4.520.000;2.990.000;3.840.000;11.350;253;7.120.000;4.610.000;11.730;36,7;41,5
12 02 2023 18:25:00;4.620.000;2.940.000;3.850.000;11.410;305;7.130.000;4.600.000;11.730;36,4;41,4
12 02 2023 18:26:00;4.570.000;2.970.000;3.840.000;11.380;298;7.060.000;4.650.000;11.710;36,8;41,4
12 02 2023 18:27:00;4.510.000;2.960.000;3.890.000;11.360;246;6.930.000;4.650.000;11.580;37,1;41,5
12 02 2023 18:28:00;4.630.000;2.930.000;3.860.000;11.420;239;7.060.000;4.640.000;11.700;37,5;41,6
12 02 2023 18:29:00;4.560.000;2.890.000;3.790.000;11.240;246;7.080.000;4.600.000;11.680;37,2;41,8
12 02 2023 18:30:00;4.590.000;2.920.000;3.780.000;11.290;309;7.070.000;4.570.000;11.640;37,3;41,9
12 02 2023 18:31:00;4.530.000;2.890.000;3.810.000;11.230;307;6.990.000;4.660.000;11.650;37,4;42,0
12 02 2023 18:32:00;4.590.000;2.930.000;3.830.000;11.350;291;7.100.000;4.570.000;11.670;37,7;42,2
12 02 2023 18:33:00;4.610.000;2.940.000;3.910.000;11.460;295;7.210.000;4.720.000;11.930;37,6;42,3
12 02 2023 18:34:00;4.640.000;2.940.000;3.830.000;11.410;270;7.070.000;4.660.000;11.730;38,5;42,5
12 02 2023 18:35:00;4.550.000;2.930.000;3.880.000;11.360;269;6.990.000;4.620.000;11.610;37,9;42,7
12 02 2023 18:36:00;4.590.000;2.900.000;3.860.000;11.350;224;7.040.000;4.660.000;11.700;38,5;42,8
12 02 2023 18:37:00;4.580.000;2.950.000;3.840.000;11.370;232;7.080.000;4.590.000;11.670;38,9;43,0
12 02 2023 18:38:00;4.570.000;2.870.000;3.830.000;11.270;303;6.990.000;4.640.000;11.630;38,8;43,2
12 02 2023 18:39:00;4.580.000;2.770.000;3.830.000;11.180;275;7.000.000;4.590.000;11.590;38,8;43,4
12 02 2023 18:40:00;4.590.000;2.900.000;3.850.000;11.340;300;7.110.000;4.660.000;11.770;39,1;43,4
12 02 2023 18:41:00;4.570.000;3.010.000;3.880.000;11.460;286;7.030.000;4.560.000;11.590;38,2;43,4
12 02 2023 18:42:00;4.660.000;2.920.000;3.810.000;11.390;264;7.030.000;4.710.000;11.740;38,9;43,5
12 02 2023 18:43:00;4.570.000;2.930.000;3.840.000;11.340;240;6.990.000;4.710.000;11.700;39,1;43,7
12 02 2023 18:44:00;4.640.000;3.030.000;3.880.000;11.550;247;7.080.000;4.580.000;11.660;38,9;43,7
12 02 2023 18:45:00;4.530.000;2.990.000;3.880.000;11.400;305;7.060.000;4.610.000;11.670;39,3;43,9
12 02 2023 18:46:00;4.600.000;2.840.000;3.870.000;11.310;277;7.090.000;4.650.000;11.740;38,9;43,9
12 02 2023 18:47:00;4.580.000;3.030.000;3.890.000;11.500;322;6.920.000;4.710.000;11.630;39,8;44,0
12 02 2023 18:48:00;4.540.000;3.000.000;3.920.000;11.460;334;6.980.000;4.620.000;11.600;39,6;43,9
12 02 2023 18:49:00;4.670.000;2.920.000;3.870.000;11.460;299;6.990.000;4.610.000;11.600;39,2;43,8
12 02 2023 18:50:00;4.470.000;2.860.000;3.820.000;11.150;326;7.080.000;4.640.000;11.720;39,4;43,6
12 02 2023 18:51:00;4.570.000;2.830.000;3.890.000;11.290;249;7.040.000;4.620.000;11.660;38,9;43,1
12 02 2023 18:52:00;4.610.000;2.860.000;3.930.000;11.400;250;6.980.000;4.680.000;11.660;38,4;42,6
12 02 2023 18:53:00;4.530.000;2.900.000;3.840.000;11.270;265;6.960.000;4.620.000;11.580;37,6;42,1
12 02 2023 18:54:00;4.620.000;2.900.000;3.750.000;11.270;282;7.030.000;4.610.000;11.640;37,1;41,8
12 02 2023 18:55:00;4.590.000;2.920.000;3.870.000;11.380;328;7.060.000;4.560.000;11.620;37,1;41,5
12 02 2023 18:56:00;4.600.000;2.870.000;3.790.000;11.260;327;6.970.000;4.630.000;11.600;36,7;41,3
12 02 2023 18:57:00;4.660.000;2.910.000;3.940.000;11.510;288;7.040.000;4.580.000;11.620;37,1;41,1
12 02 2023 18:58:00;4.560.000;2.800.000;3.860.000;11.220;326;7.050.000;4.670.000;11.720;36,7;41,1
12 02 2023 18:59:00;4.640.000;2.980.000;3.860.000;11.480;252;6.990.000;4.680.000;11.670;36,4;41,1
12 02 2023 19:00:00;4.530.000;2.950.000;3.880.000;11.360;225;7.040.000;4.660.000;11.700;37,0;41,2
12 02 2023 19:01:00;4.550.000;2.940.000;3.750.000;11.240;306;7.060.000;4.720.000;11.780;36,9;41,6
12 02 2023 19:02:00;4.660.000;2.970.000;3.810.000;11.440;292;7.010.000;4.570.000;11.580;37,3;42,0
12 02 2023 19:03:00;4.470.000;2.970.000;3.910.000;11.350;308;7.040.000;4.630.000;11.670;37,8;42,5
12 02 2023 19:04:00;4.590.000;2.940.000;3.800.000;11.330;289;7.080.000;4.660.000;11.740;37,9;43,0
12 02 2023 19:05:00;4.570.000;2.840.000;3.840.000;11.250;257;7.080.000;4.560.000;11.640;38,6;43,2
12 02 2023 19:06:00;4.590.000;2.970.000;3.780.000;11.340;245;7.010.000;4.630.000;11.640;38,2;43,0
12 02 2023 19:07:00;4.520.000;2.950.000;3.850.000;11.320;253;7.030.000;4.560.000;11.590;38,4;42,7
12 02 2023 19:08:00;4.600.000;2.890.000;3.910.000;11.400;307;6.930.000;4.580.000;11.510;37,7;42,4
12 02 2023 19:09:00;4.600.000;2.980.000;3.880.000;11.460;270;7.060.000;4.590.000;11.650;38,2;42,2
12 02 2023 19:10:00;4.600.000;2.820.000;3.880.000;11.300;271;7.040.000;4.610.000;11.650;37,4;42,0
12 02 2023 19:11:00;4.610.000;2.830.000;3.850.000;11.290;278;7.070.000;4.580.000;11.650;37,3;41,7
12 02 2023 19:12:00;4.640.000;2.930.000;3.890.000;11.460;286;7.010.000;4.690.000;11.700;37,3;41,6
12 02 2023 19:13:00;4.560.000;2.960.000;3.870.000;11.390;319;7.010.000;4.590.000;11.600;37,1;41,5
12 02 2023 19:14:00;4.570.000;2.990.000;3.880.000;11.440;266;7.030.000;4.660.000;11.690;37,4;41,7
12 02 2023 19:15:00;4.620.000;2.970.000;3.850.000;11.440;254;7.030.000;4.690.000;11.720;37,2;41,7
12 02 2023 19:16:00;4.490.000;2.880.000;3.900.000;11.270;257;7.000.000;4.540.000;11.540;36,7;42,0
12 02 2023 19:17:00;4.570.000;2.960.000;3.900.000;11.430;290;6.980.000;4.580.000;11.560;37,1;42,2
12 02 2023 19:18:00;4.530.000;2.900.000;3.900.000;11.330;260;6.990.000;4.600.000;11.590;37,9;42,4
12 02 2023 19:19:00;4.610.000;2.990.000;3.840.000;11.440;271;6.980.000;4.570.000;11.550;37,7;42,7
12 02 2023 19:20:00;4.550.000;2.810.000;3.930.000;11.290;287;6.960.000;4.600.000;11.560;38,3;43,0
12 02 2023 19:21:00;4.570.000;3.010.000;3.810.000;11.390;272;7.060.000;4.660.000;11.720;38,3;43,2
12 02 2023 19:22:00;4.640.000;2.870.000;3.890.000;11.400;257;7.030.000;4.660.000;11.690;38,9;43,4
12 02 2023 19:23:00;4.610.000;2.970.000;3.810.000;11.390;301;7.060.000;4.550.000;11.610;38,7;43,6
12 02 2023 19:24:00;4.630.000;2.890.000;3.820.000;11.340;250;7.130.000;4.580.000;11.710;38,8;43,8
12 02 2023 19:25:00;4.510.000;2.760.000;3.860.000;11.130;296;7.100.000;4.590.000;11.690;39,3;44,1
12 02 2023 19:26:00;4.580.000;2.990.000;3.810.000;11.380;264;6.980.000;4.660.000;11.640;39,6;44,3
12 02 2023 19:27:00;4.530.000;2.800.000;3.820.000;11.150;273;7.110.000;4.660.000;11.770;40,0;44,5
12 02 2023 19:28:00;4.640.000;2.920.000;3.830.000;11.390;257;7.080.000;4.660.000;11.740;39,9;44,5
12 02 2023 19:29:00;4.630.000;2.890.000;3.880.000;11.400;258;7.100.000;4.610.000;11.710;40,0;44,7
12 02 2023 19:30:00;4.540.000;2.920.000;3.850.000;11.310;303;7.080.000;4.620.000;11.700;40,5;44,8
12 02 2023 19:31:00;4.600.000;3.010.000;3.890.000;11.500;250;7.020.000;4.560.000;11.580;40,2;44,9
12 02 2023 19:32:00;4.570.000;2.810.000;3.790.000;11.170;325;6.990.000;4.680.000;11.670;40,8;44,8
12 02 2023 19:33:00;4.500.000;2.930.000;3.880.000;11.310;351;7.110.000;4.650.000;11.760;40,5;44,8
12 02 2023 19:34:00;4.580.000;2.890.000;3.840.000;11.310;255;7.080.000;4.700.000;11.780;40,0;44,8
12 02 2023 19:35:00;4.610.000;2.920.000;3.830.000;11.360;254;7.090.000;4.670.000;11.760;40,1;44,8
12 02 2023 19:36:00;4.580.000;2.980.000;3.890.000;11.450;274;6.890.000;4.500.000;11.390;39,9;44,8
12 02 2023 19:37:00;4.580.000;2.930.000;3.770.000;11.280;316;7.150.000;4.630.000;11.780;40,5;44,8
12 02 2023 19:38:00;4.560.000;2.800.000;3.720.000;11.080;305;7.050.000;4.610.000;11.660;40,3;44,7
12 02 2023 19:39:00;4.570.000;2.920.000;3.890.000;11.380;315;7.080.000;4.610.000;11.690;39,3;44,3
12 02 2023 19:40:00;4.570.000;2.910.000;3.840.000;11.320;301;7.130.000;4.600.000;11.730;39,7;44,0
12 02 2023 19:41:00;4.570.000;3.020.000;3.850.000;11.440;306;6.970.000;4.600.000;11.570;38,7;43,7
12 02 2023 19:42:00;4.550.000;2.900.000;3.850.000;11.300;305;7.020.000;4.440.000;11.460;39,4;43,6
12 02 2023 19:43:00;4.600.000;2.990.000;3.900.000;11.490;264;6.980.000;4.650.000;11.630;38,7;43,6
12 02 2023 19:44:00;4.590.000;2.980.000;3.790.000;11.360;258;7.130.000;4.550.000;11.680;39,2;43,6
12 02 2023 19:45:00;4.560.000;2.920.000;3.860.000;11.340;260;7.040.000;4.580.000;11.620;38,9;43,5
12 02 2023 19:46:00;4.560.000;3.000.000;3.880.000;11.440;299;7.070.000;4.560.000;11.630;38,7;43,4
12 02 2023 19:47:00;4.540.000;2.970.000;3.760.000;11.270;298;7.110.000;4.600.000;11.710;38,1;43,3
12 02 2023 19:48:00;4.560.000;2.890.000;3.900.000;11.350;237;7.050.000;4.610.000;11.660;38,6;43,2
12 02 2023 19:49:00;4.550.000;2.910.000;3.880.000;11.340;259;7.030.000;4.680.000;11.710;38,4;42,9
12 02 2023 19:50:00;4.560.000;2.970.000;3.760.000;11.290;276;6.990.000;4.600.000;11.590;38,0;42,7
12 02 2023 19:51:00;4.550.000;2.850.000;3.840.000;11.240;305;7.040.000;4.620.000;11.660;37,8;42,5
12 02 2023 19:52:00;4.580.000;2.920.000;3.740.000;11.240;294;7.050.000;4.730.000;11.780;38,4;42,3
12 02 2023 19:53:00;4.640.000;2.940.000;3.830.000;11.410;289;7.190.000;4.640.000;11.830;37,6;42,1
12 02 2023 19:54:00;4.560.000;2.860.000;3.890.000;11.310;282;7.050.000;4.580.000;11.630;37,3;42,0
12 02 2023 19:55:00;4.600.000;2.920.000;3.850.000;11.370;311;7.070.000;4.540.000;11.610;37,8;42,0
12 02 2023 19:56:00;4.540.000;2.760.000;3.840.000;11.140;277;7.070.000;4.560.000;11.630;37,3;41,9
12 02 2023 19:57:00;4.620.000;2.970.000;3.890.000;11.480;290;6.950.000;4.560.000;11.510;37,4;41,9
12 02 2023 19:58:00;4.590.000;2.840.000;3.850.000;11.280;330;6.960.000;4.580.000;11.540;37,2;41,9
12 02 2023 19:59:00;4.550.000;2.960.000;3.850.000;11.360;231;6.890.000;4.640.000;11.530;36,9;41,9
12 02 2023 20:00:00;4.550.000;2.950.000;3.840.000;11.340;215;7.100.000;4.540.000;11.640;37,4;42,0
12 02 2023 20:01:00;4.580.000;2.860.000;3.880.000;11.320;232;7.010.000;4.610.000;11.620;37,3;42,1
12 02 2023 20:02:00;4.520.000;2.800.000;3.880.000;11.200;322;6.960.000;4.570.000;11.530;37,1;42,2
12 02 2023 20:03:00;4.560.000;2.980.000;3.840.000;11.380;348;6.980.000;4.680.000;11.660;38,0;42,3
12 02 2023 20:04:00;4.610.000;2.870.000;3.800.000;11.280;301;6.990.000;4.600.000;11.590;37,8;42,5
12 02 2023 20:05:00;4.540.000;2.860.000;3.870.000;11.270;276;7.000.000;4.590.000;11.590;37,7;42,6
